caseid_new,w1_weight_combo,w2_attrition_adj_weights,w3_attrition_adj_weight,w2_surveyed,w3_surveyed,w1_ppage,w1_ppeduc,w1_ppincimp,w1_ppgender,w1_ppethm,w1_ppreg9,w1_ppwork,w1_partnership_status,w1_q19,w1_married,w1_same_sex_couple,w1_relate_duration_in2017_years,w1_q34,w1_q24_met_online,w1_q24_met_through_friend,w1_q24_met_through_family,w1_q24_met_as_through_cowork,w1_q24_school,w1_q24_college,w1_q24_church,w1_q24_bar_restaurant,w1_q24_party,w1_q32,w3_partner_type,w3_live_w_partner,w3_relationship_end_combo,w3_partner_source,w3_breakup_source,w3_relationship_duration_yrs
1181693.0,0.9276730418205261,,,no,no,68.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999",Male,"White, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,43.91666793823242,Excellent,no,yes,no,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1182387.0,0.9674757122993469,0.7705652117729187,0.8985211253166199,yes,yes,64.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$30,000 to $34,999",Female,"White, Non-Hispanic",East-North Central,Not working - retired,married,Yes,yes,NOT same-sex souple,48.33333206176758,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,53.0
1183381.0,0.965214192867279,0.6893720626831055,0.7753584980964661,yes,yes,63.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999",Female,"White, Non-Hispanic",Mid-Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,46.0,Excellent,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,50.75
1185205.0,0.9005348682403564,0.61780846118927,,yes,no,61.0,Masters degree,"$85,000 to $99,999",Female,"White, Non-Hispanic",West-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,23.0,Excellent,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1189499.0,1.3466185331344604,,,no,no,27.0,Bachelors degree,"$175,000 to $199,999",Male,"White, Non-Hispanic",South Atlantic,Not working - other,"partnered, not married",No,no,NOT same-sex souple,0.0833333358168602,Good,yes,no,no,no,no,no,no,yes,no,"Yes, a different kind of Internet service",not in wave 3,,,,,
1190621.0,1.8995587825775146,,,no,no,55.0,10th grade,"$50,000 to $59,999",Female,"Black, Non-Hispanic",South Atlantic,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1192631.0,1.217146873474121,,,no,no,66.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$15,000 to $19,999",Male,"Black, Non-Hispanic",Mid-Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,50.0,Good,no,,,,,,,,,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1193135.0,1.2776423692703247,1.0027116537094116,0.7138848900794983,yes,yes,65.0,Masters degree,"$85,000 to $99,999",Female,"Black, Non-Hispanic",Mid-Atlantic,Not working - retired,"partnered, not married",No,no,NOT same-sex souple,41.08333206176758,Good,no,yes,no,yes,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,no,no report of breakup or partner death,2017 wave,,45.75
1193613.0,1.3281872272491455,1.0816752910614014,0.9982576370239258,yes,yes,65.0,"Some college, no degree","$100,000 to $124,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,20.41666603088379,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,25.08333396911621
1195679.0,0.9266554117202759,,,no,no,47.0,Masters degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",West-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,27.75,Excellent,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1196757.0,0.9248461723327637,0.6042014360427856,0.5114452242851257,yes,yes,56.0,Bachelors degree,"$40,000 to $49,999",Female,"White, Non-Hispanic",Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,29.91666603088379,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,34.58333206176758
1198519.0,1.2408926486968994,,,no,no,25.0,"Some college, no degree","$100,000 to $124,999",Male,"White, Non-Hispanic",West-North Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,2.5,Excellent,no,no,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1201255.0,0.996536135673523,0.8991075754165649,,yes,no,65.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$200,000 to $249,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,45.0,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1202157.0,0.16494953632354736,0.26418566703796387,,yes,no,66.0,Masters degree,"$125,000 to $149,999",Female,"White, Non-Hispanic",East-North Central,Working - self-employed,"partnered, not married",No,no,same_sex_couple,5.0,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1202421.0,2.091222047805786,2.8877556324005127,,yes,no,41.0,Bachelors degree,"$150,000 to $174,999",Female,"Other, Non-Hispanic",West-North Central,Working - self-employed,married,Yes,yes,NOT same-sex souple,12.0,Good,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",not in wave 3,,,,,
1203763.0,0.9102594256401062,0.42405641078948975,,yes,no,57.0,Associate degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",Mid-Atlantic,Not working - retired,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,,,,,,,,,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1203831.0,0.37292367219924927,0.2769578695297241,0.23584438860416412,yes,yes,48.0,Associate degree,"$60,000 to $74,999",Male,"2+ Races, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,19.08333396911621,Excellent,no,yes,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,23.75
1207263.0,1.1401422023773193,,,no,no,28.0,Masters degree,"$75,000 to $84,999",Female,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,yes,no,no,no,yes,no,no,yes,no,"Yes, a social networking site (like Facebook or Myspace)",not in wave 3,,,,,
1211463.0,0.908450186252594,,,no,no,71.0,Masters degree,"$85,000 to $99,999",Female,"White, Non-Hispanic",South Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,51.08333206176758,Excellent,no,no,no,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1213599.0,0.9932569861412048,,,no,no,25.0,Associate degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,2.0833332538604736,Excellent,no,yes,yes,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1214063.0,0.6904402375221252,0.47890588641166687,0.5130591988563538,yes,yes,54.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$50,000 to $59,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,18.83333396911621,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,23.5
1218419.0,0.9552634954452515,1.3769218921661377,,yes,no,26.0,Bachelors degree,"$50,000 to $59,999",Female,"White, Non-Hispanic",East-North Central,Not working - on temporary layoff from a job,"partnered, not married",No,no,NOT same-sex souple,7.5,Good,no,yes,yes,no,yes,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1218979.0,1.4775601625442505,1.5451242923736572,1.3702605962753296,yes,yes,65.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999",Female,"Black, Non-Hispanic",Mid-Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,21.91666603088379,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,26.58333396911621
1220331.0,0.2675820589065552,0.39946478605270386,,yes,no,26.0,Bachelors degree,"$40,000 to $49,999",Male,"White, Non-Hispanic",New England,Working - as a paid employee,"unpartnered, has had past partner",,no,same_sex_couple,,,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1221467.0,1.1513367891311646,0.7465997934341431,0.7599464058876038,yes,yes,52.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999",Female,"White, Non-Hispanic",Pacific,Not working - looking for work,married,Yes,yes,NOT same-sex souple,23.83333396911621,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,28.5
1222679.0,0.9173831343650818,0.6741679906845093,0.4723685681819916,yes,yes,46.0,Bachelors degree,"$85,000 to $99,999",Male,"White, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,16.25,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,20.91666603088379
1223495.0,1.0059213638305664,1.2674832344055176,1.8333204984664917,yes,yes,32.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$7,500 to $9,999",Female,"White, Non-Hispanic",Mid-Atlantic,Not working - looking for work,"partnered, not married",Yes,no,NOT same-sex souple,8.916666984558105,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,13.583333015441895
1224777.0,0.47050797939300537,0.1397508978843689,0.6018812656402588,yes,yes,34.0,Bachelors degree,"$50,000 to $59,999",Female,"2+ Races, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,8.416666984558105,Good,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,13.083333015441895
1225799.0,1.3480885028839111,1.0978584289550781,1.2998703718185425,yes,yes,85.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$35,000 to $39,999",Male,"White, Non-Hispanic",Mountain,Not working - retired,married,Yes,yes,NOT same-sex souple,70.0,Excellent,no,no,yes,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,74.66666412353516
1226941.0,0.1252228170633316,0.16041813790798187,0.2179252654314041,yes,yes,28.0,Masters degree,"$30,000 to $34,999",Female,"2+ Races, Non-Hispanic",New England,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,0.6666666865348816,Excellent,no,yes,no,no,no,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,5.333333492279053
1227597.0,0.5933082103729248,0.32228773832321167,,yes,no,70.0,Bachelors degree,"$60,000 to $74,999",Male,"White, Non-Hispanic",Mid-Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,35.16666793823242,Excellent,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1228339.0,0.7512749433517456,0.3804056644439697,0.46296507120132446,yes,yes,67.0,Professional or Doctorate degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
1228389.0,0.2002759426832199,0.2534025311470032,0.5785427689552307,yes,yes,27.0,Masters degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",West-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,2.3333332538604736,Excellent,yes,no,no,no,no,no,no,yes,no,"Yes, an app on my phone (like Tinder or Grindr)",unpartnered,,Got Divorced,,2017 wave,
1230191.0,0.30326902866363525,0.188690647482872,0.2017555832862854,yes,yes,73.0,Masters degree,"$100,000 to $124,999",Male,"2+ Races, Non-Hispanic",Mountain,Not working - retired,married,Yes,yes,NOT same-sex souple,21.41666603088379,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,26.08333396911621
1230459.0,1.0378087759017944,1.0288996696472168,0.7623739242553711,yes,yes,69.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$175,000 to $199,999",Female,"White, Non-Hispanic",East-North Central,Not working - retired,married,Yes,yes,NOT same-sex souple,48.5,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,53.16666793823242
1232053.0,0.8833473920822144,,,no,no,78.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999",Male,"White, Non-Hispanic",East-North Central,Not working - retired,married,Yes,yes,NOT same-sex souple,18.0,Excellent,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1234029.0,1.2835222482681274,1.1572840213775635,0.7643604874610901,yes,yes,76.0,"Some college, no degree","$85,000 to $99,999",Male,Hispanic,Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,52.58333206176758,Excellent,no,no,no,no,no,no,yes,no,yes,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,57.25
1234157.0,0.26197323203086853,0.13864971697330475,0.16996894776821136,yes,yes,65.0,Associate degree,"$40,000 to $49,999",Female,"White, Non-Hispanic",New England,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2022 wave,,0.5833333134651184
1234663.0,0.8049858808517456,0.5811492204666138,0.4474378824234009,yes,yes,70.0,Bachelors degree,"$150,000 to $174,999",Male,"White, Non-Hispanic",West-South Central,Not working - retired,married,Yes,yes,NOT same-sex souple,48.91666793823242,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,53.58333206176758
1235265.0,1.1585736274719238,2.5850746631622314,1.9127265214920044,yes,yes,25.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$10,000 to $12,499",Female,"White, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,2.75,Excellent,no,,,,,,,,,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2020 wave,,4.25
1236545.0,1.2338820695877075,1.3425309658050537,1.0654550790786743,yes,yes,40.0,Bachelors degree,"$150,000 to $174,999",Female,"White, Non-Hispanic",Mid-Atlantic,Working - self-employed,married,Yes,yes,NOT same-sex souple,25.5,Good,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,30.16666603088379
1238075.0,1.1922701597213745,0.8931317925453186,1.2397383451461792,yes,yes,41.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$25,000 to $29,999",Male,"White, Non-Hispanic",New England,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,20.91666603088379,Excellent,yes,no,no,no,no,no,no,no,no,"Yes, a different kind of Internet service",married,yes,no report of breakup or partner death,2017 wave,,25.58333396911621
1239479.0,1.3393816947937012,1.2621512413024902,1.2220696210861206,yes,yes,47.0,Bachelors degree,"$100,000 to $124,999",Female,"White, Non-Hispanic",Mountain,Not working - other,married,Yes,yes,NOT same-sex souple,26.5,Fair,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,31.16666603088379
1242503.0,0.9173831343650818,0.4491647481918335,0.5738477110862732,yes,yes,50.0,Bachelors degree,"$85,000 to $99,999",Male,"White, Non-Hispanic",Mid-Atlantic,Not working - retired,"partnered, not married",No,no,NOT same-sex souple,6.0,Good,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",in unmarried partnership,yes,no report of breakup or partner death,2020 wave,,4.5
1243163.0,1.2847660779953003,0.8489435315132141,0.7186672687530518,yes,yes,57.0,Associate degree,"$250,000 or more",Male,"Black, Non-Hispanic",Mid-Atlantic,Working - self-employed,married,Yes,yes,NOT same-sex souple,17.83333396911621,Excellent,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,22.5
1244419.0,0.8503292202949524,0.6446961164474487,,yes,no,49.0,Associate degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",West-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,23.41666603088379,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1244455.0,0.9077717065811157,0.6860421895980835,0.5316526889801025,yes,yes,62.0,Associate degree,"$150,000 to $174,999",Male,"White, Non-Hispanic",East-South Central,Not working - retired,married,Yes,yes,NOT same-sex souple,28.33333396911621,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,33.0
1246677.0,0.7728723883628845,0.5023819804191589,0.4539217948913574,yes,yes,60.0,Bachelors degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",East-North Central,Working - self-employed,married,Yes,yes,NOT same-sex souple,40.16666793823242,Excellent,no,yes,no,no,no,yes,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,44.83333206176758
1246869.0,0.9422597885131836,0.6693151593208313,0.8109057545661926,yes,yes,77.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$50,000 to $59,999",Female,"White, Non-Hispanic",West-North Central,Not working - retired,married,Yes,yes,NOT same-sex souple,59.91666793823242,Excellent,no,yes,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,64.58333587646484
1248835.0,0.8747535943984985,,0.4945303499698639,no,yes,74.0,"Some college, no degree","$150,000 to $174,999",Male,"White, Non-Hispanic",Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,56.0,Excellent,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,60.66666793823242
1249059.0,0.8438839316368103,0.5263360142707825,0.39795470237731934,yes,yes,68.0,Masters degree,"$40,000 to $49,999",Female,"White, Non-Hispanic",South Atlantic,Working - self-employed,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,no,no report of breakup or partner death,2020 wave,,53.91666793823242
1250651.0,1.0293281078338623,0.5617159008979797,0.517048716545105,yes,yes,64.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$85,000 to $99,999",Male,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,37.75,Good,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,42.41666793823242
1251293.0,0.8100743293762207,0.6238181591033936,0.43056541681289673,yes,yes,56.0,Professional or Doctorate degree,"$200,000 to $249,999",Male,"White, Non-Hispanic",East-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,21.91666603088379,Good,no,no,no,no,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,26.58333396911621
1252771.0,0.8973687887191772,,0.4891928732395172,no,yes,64.0,Bachelors degree,"$150,000 to $174,999",Female,"White, Non-Hispanic",East-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,34.75,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,39.41666793823242
1253615.0,0.8274880051612854,0.6851061582565308,0.6793756484985352,yes,yes,70.0,Masters degree,"$175,000 to $199,999",Female,"White, Non-Hispanic",Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,25.75,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,30.41666603088379
1256141.0,0.7493526935577393,0.350629985332489,0.42230871319770813,yes,yes,65.0,Bachelors degree,"$125,000 to $149,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,"partnered, not married",No,no,NOT same-sex souple,3.25,Excellent,no,no,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,7.916666507720947
1256265.0,0.8503292202949524,,,no,no,54.0,Associate degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",East-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,9.25,Excellent,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1256597.0,1.03826105594635,,,no,no,58.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,34.08333206176758,Fair,no,no,yes,yes,no,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1258803.0,0.7539888024330139,0.3314972519874573,0.2522279620170593,yes,yes,56.0,Masters degree,"$100,000 to $124,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,36.33333206176758,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,41.08333206176758
1259831.0,0.7210837602615356,,,no,no,75.0,Professional or Doctorate degree,"$20,000 to $24,999",Male,"White, Non-Hispanic",Pacific,Not working - other,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1260711.0,0.7512749433517456,0.41317665576934814,,yes,no,64.0,Bachelors degree,"$60,000 to $74,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,41.0,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1261481.0,1.09197199344635,1.2345303297042847,,yes,no,44.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$200,000 to $249,999",Male,"White, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,15.916666984558105,Good,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1262965.0,0.8100743293762207,0.6275855302810669,0.5284390449523926,yes,yes,52.0,Bachelors degree,"$150,000 to $174,999",Male,"White, Non-Hispanic",South Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,13.25,Good,yes,no,no,no,no,no,no,yes,no,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",married,yes,no report of breakup or partner death,2017 wave,,17.91666603088379
1264501.0,0.8791635632514954,0.49772337079048157,,yes,no,72.0,"Some college, no degree","$60,000 to $74,999",Female,"White, Non-Hispanic",South Atlantic,Not working - retired,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,no,no,no,no,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1266477.0,0.908450186252594,,,no,no,62.0,Masters degree,"$85,000 to $99,999",Female,"White, Non-Hispanic",South Atlantic,Not working - retired,married,Yes,yes,NOT same-sex souple,28.0,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1267611.0,0.8759974241256714,0.9070170521736145,0.9051098823547363,yes,yes,52.0,Bachelors degree,"$125,000 to $149,999",Female,"White, Non-Hispanic",Pacific,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,29.08333396911621,Good,no,no,no,no,no,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,33.75
1269605.0,1.0244659185409546,0.6214761137962341,0.5652150511741638,yes,yes,60.0,"Some college, no degree","$85,000 to $99,999",Female,"White, Non-Hispanic",West-South Central,Working - as a paid employee,"partnered, not married",Yes,no,NOT same-sex souple,12.583333015441895,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",in unmarried partnership,yes,no report of breakup or partner death,2017 wave,,17.25
1271099.0,1.195888638496399,,0.7535550594329834,no,yes,54.0,"Some college, no degree","$100,000 to $124,999",Male,"Black, Non-Hispanic",Mid-Atlantic,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,27.75,Excellent,no,no,no,yes,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,Partner died,,2017 wave,
1271293.0,0.8747535943984985,0.7075747847557068,0.47896677255630493,yes,yes,69.0,"Some college, no degree","$150,000 to $174,999",Male,"White, Non-Hispanic",Pacific,Not working - retired,married,Yes,yes,NOT same-sex souple,,Excellent,no,no,no,no,yes,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,
1272267.0,1.051264762878418,0.9334688782691956,,yes,no,59.0,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999",Female,"White, Non-Hispanic",West-South Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,18.58333396911621,Fair,no,no,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",not in wave 3,,,,,
1272655.0,1.4207961559295654,,0.8824021816253662,no,yes,64.0,Associate degree,"$75,000 to $84,999",Female,Hispanic,West-South Central,Working - as a paid employee,"unpartnered, has had past partner",,no,NOT same-sex souple,,,no,yes,yes,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",unpartnered,,no report of breakup or partner death,,,
1272909.0,1.0707138776779175,0.783901572227478,0.6408989429473877,yes,yes,67.0,"Some college, no degree","$85,000 to $99,999",Female,"White, Non-Hispanic",West-North Central,Working - as a paid employee,married,Yes,yes,NOT same-sex souple,48.5,Excellent,no,yes,no,no,no,no,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",married,yes,no report of breakup or partner death,2017 wave,,53.16666793823242
